站名,年月,1日雨量,2日雨量,3日雨量,4日雨量,5日雨量,6日雨量,7日雨量,8日雨量,9日雨量,10日雨量,11日雨量,12日雨量,13日雨量,14日雨量,15日雨量,16日雨量,17日雨量,18日雨量,19日雨量,20日雨量,21日雨量,22日雨量,23日雨量,24日雨量,25日雨量,26日雨量,27日雨量,28日雨量,29日雨量,30日雨量,31日雨量
碧湖國小,201911,0,0,0,0,2,0,0,2.5,0,0,0,0,0,0,0,0,0,3.5,4,3,7.5,6.5,1,0,6,0,0,2.5,2.5,0,0
東湖國小,201911,0,0,0.5,0,1,0,0,7.5,0,0,0,0,0,0.5,0,0,0,4,0,2.5,16.5,7.5,0,0,8,0,0,3.5,1.5,0,0
?公國中,201911,0.5,0,0,0,3,0,0,0.5,0,0,0,0,0,0.5,0,0,0,5.5,4,1,12.5,11.5,0.5,0,5.5,0,1,3,1,0,0
舊莊國小,201911,0,0,1.5,0,4,0,0,1,0,0,0,0,0,0.5,0,0,0,18.5,10,3,33,29,1.5,0,14.5,0.5,3,9,3,0,0
市政中心,201911,0,0,0,0,1.5,0,0,2.5,0,0,0,0,0,0.5,0,0,0,1,1.5,0.5,9.5,10.5,0,0,5,0,0,4,1,0.5,0
博嘉國小,201911,0,0,2.5,5.5,4,0,0,0.5,0,0,0,0,0,0,0,0,0,12,3.5,0,12.5,17,1,0,16.5,0,0,2,1,0,0
北政國中,201911,0,0,2.5,16.5,11,0,0,0.5,0,0,0,0,0,0,0,0,0,11.5,1.5,0,10,13.5,0,0,14.5,0,0,1,0,0,0
長安國小,201911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2.5,0,0,1.5,0.5,0,0,0.5,0.5,0
富德公墓,201911,0.5,0,2.5,3.5,4.5,0,0,0.5,0,0,0,0,0,0,0,0,0,15.5,7.5,0.5,17.5,21.5,1.5,0,15,0,1,4,1.5,0.5,0
萬華國中,201911,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,3,0,0,0.5,0.5,0,0
望星橋,201911,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
白馬山莊,201911,0.5,0,0.5,0,3.5,0,0,10,0,0,0,0,0,0.5,0,0,0,8,7.5,5,18,13.5,1,0,13.5,0,1,12,4,0,0
中和橋,201911,0,0,0,0,0,0,3.5,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.5,0,0,0.5,0,0
磺溪橋,201911,0,0,0,0,1,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0
宜興橋,201911,1,0,1.5,1,6.5,0,0,1,0,0,0,0,0,1,0,0,0,18.5,11,3.5,33.5,28.5,1.5,0,14.5,0.5,4,9.5,3.5,0,0
雙溪,201911,0,0,0,0,12,0,7,11,1,0,0,0,0,1,0,0,0,5,12.5,7.5,4,4.5,0,0,15.5,1.5,0.5,7.5,3,0,0
湖田國小,201912,0.5,2.5,0,0.5,35,57,33,0,0,0,7,0,0,0,0,0,0,1,3.5,14,1,0,0,0,0,0,1,0,21,30.5,22.5
大屯國小,201912,0,0,0,0,43.5,44.5,10,0,0,0,2.5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,23.5,25,0
桃源國中,201912,0,0,0,0,43,42.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,1,0,0,0,0,0,0,21.5,23.5,0
北投國小,201912,0,0,0,0,34.5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,21.5,23,0
陽明高中,201912,0,0,0,0,35,30,3.5,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.5,0,0,0,0,0,0,0,16.5,18,0
太平國小,201912,0,0,0,0,40,39.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,15,17.5,0
民生國中,201912,0,0,0,0,34.5,42,1.5,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.5,0,0,0,0,0,0,0,15,15,0
中正國中,201912,0,0,0,0.5,40,46,3.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,0,0,0,0,15,16,0
三興國小,201912,0,0,0,0,42.5,55.5,4,0,0,0,0,0,0,0,0,0,0,0.5,0,8,1,0,0,0,0,0,0,0,15,14.5,1
格致國中,201912,0,1,0,0,56,89.5,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.5,0,18,19.5,5
平等國小,201912,2.5,2.5,0,1,57.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
至善國中,201912,0,0,0,0,37,47,6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,9,0
碧湖國小,201912,0.5,0,0,0,32.5,43,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0.5,0,0,0,0,0,0,0,15,14.5,3
東湖國小,201912,0,0,0,0,33,64,6,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0,0,0,0,0,0,0,0,9.5,13,2
?公國中,201912,0,0,0,0,34,66.5,4,0,0,0,0,0,0,0,0,0,0,1,0.5,6.5,1,0,0,0,0,0,0,0.5,12,12,0
舊莊國小,201912,0,0,0,0.5,55,100,8.5,0,0,0,1.5,0,0,0,0,0,0,7,2.5,15.5,5,0.5,0,0,0,1,0,0,14.5,19.5,10
市政中心,201912,0,0,0,0,42.5,55.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0.5,8,1,0,0,0,0,0,0,0,15,15,0.5
博嘉國小,201912,0,0,0,0.5,42,80.5,8,0,0,0,0,0,0,0,0,0,0,1,0,10.5,1.5,2,0,0,0,0,0,0,15.5,14.5,7.5
北政國中,201912,0,0,0,0.5,41.5,78.5,8,0,0,0,0,0,0,0,0,0,0,6,0.5,11,0.5,0.5,0,0,0,0,0,0,13,15.5,7
長安國小,201912,0,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0
富德公墓,201912,0,0,0,1,50.5,91.5,8,0.5,0,0,0,0,0,0,0,0,0,3.5,3,14.5,4,0.5,0.5,0,0,0,0.5,0,16,16,10
萬華國中,201912,0,0,0,0.5,42,52.5,6.5,0,0,0,1.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,16,0.5
望星橋,201912,0,0,0,0,0.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,15,0
白馬山莊,201912,0,0,0,0.5,42.5,68.5,10,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5,1,0,0,0,0,0.5,0,0,14.5,15,7
中和橋,201912,0,0,0,0,37,31.5,5.5,0,0,0,1,0,0,0,0,0,0,0,0,3.5,0.5,0.5,0,0,0,0,0,0,21.5,22.5,0.5
磺溪橋,201912,0,0,0,0,31.5,31,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,14.5,21,0
宜興橋,201912,0,0,0,0.5,54.5,96.5,9,0,0,0,1,0,0,0,0,0,0,8,2.5,15.5,5,0.5,0,0,0,1,0,0,14,19.5,10.5
雙溪,201912,1,0.5,0,0.5,46,63,13,0.5,0,0,0,0,0,0,0,0,0,0,0,6,0,0.5,0,0,0,0,0,0,14.5,17,3.5
湖田國小,20201,1,0,0,0,0,0,0,0,0,0,0,2,5.5,3,0.5,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
大屯國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,0,0,1,0,0,1,0,0,0,0,0,34,5,0.5,0,0,0
桃源國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,31.5,2.5,0.5,0,0,0
北投國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,30,1,0.5,0,0,0
陽明高中,20201,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0.5,0,0,0,0,0,0,0,0,25,0,0.5,0,0,0
太平國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.5,0.5,0,0,0
民生國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,0,0,0,0,0,0,0,0,0.5,22.5,1,0,0,0,0
中正國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1.5,0,0,0,0,0.5,0,25.5,1.5,0.5,0,0,0
三興國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,24.5,2.5,0,0,0.5,0
格致國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
平等國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0,0,0,0,0,0,2.5,22.5,0.5,0,0,0,0
至善國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.5,0
碧湖國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0
東湖國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0
?公國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0
舊莊國小,20201,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0.5,0,0,0.5,0,0,0,0,0,0,1,2.5,27.5,1.5,1,0,0,0
市政中心,20201,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,0,0,0,0,0,0,0,1,25.5,2.5,0.5,0,0,0
博嘉國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,29,5.5,0.5,0,0,0
北政國中,20201,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,32,4.5,0,0.5,0,0
長安國小,20201,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,1,0,1,0,0,0,0,0,0.5,21,1.5,0,0.5,0,0
富德公墓,20201,0.5,0,0,0,0,0,0,0,0,0,0,0,3.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,1.5,29.5,2,0,0,0,0
萬華國中,20201,0,0,0,0,0,0,0,0,0,0,0,2.5,6,0,0,0,1,0.5,0.5,0,0,0,0,0,0,24,2,1.5,0,0,0
望星橋,20201,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.5,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0
白馬山莊,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0.5,0,0,0,0,0,0,0,0,3,3,23,0,0,0.5,0,0
中和橋,20201,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0
磺溪橋,20201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0,0,0,0,0,28,0,0,1,0,0
宜興橋,20201,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0.5,0.5,0,0,0,0,0,0,0,0,1,3.5,27.5,1,0.5,0.5,0,0
雙溪,20201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,22.5,0.5,0.5,0,0,0
湖田國小,20202,0,0,2,11.5,14,2,4.5,1,2.5,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
大屯國小,20202,0,0,0,5,4.5,0,4,0,0,0,0,0,3,0,0,26,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
桃源國中,20202,0,0,0,3,4,0,3,0,0,0,0,0,2,0.5,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北投國小,20202,0,0,0,4.5,3,0,1.5,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陽明高中,20202,0,0,0,6,3,0,1.5,0,0,0,0,0,2,0.5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
太平國小,20202,0,0,0,5,4,0,1.5,0,0,0,0,0,1.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
民生國中,20202,0,0,0,9,5,0,3,0,0,0,0,0,0,1.5,0,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中正國中,20202,0,0,0,10,10,0,2,0,0,0,0,0,0,2.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三興國小,20202,0,0,0,15,6.5,0,3.5,0,0,0,0,0,2.5,1.5,0,3.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
格致國中,20202,0,0,0,7,4.5,0,2,0,0,0,0,0,3.5,0.5,0,21.5,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0
平等國小,20202,0,0,0,8,5,0.5,2,0.5,0.5,0,0,0,1.5,0,0,14.5,0,0,0,3,0,3.5,0,0,0,0,1.5,0,0,0,0
至善國中,20202,0,0,0,8,3,0,1.5,0,0,0,0,0,2.5,0.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
碧湖國小,20202,0,0,0,8,4,0,2,0,0,0,0,0,0,0.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東湖國小,20202,0,0,0,8,3.5,0,2,0,0,0,0,0,1,0,0,2.5,0,0,0,0,0,3.5,0,0,0,0,1.5,0,0,0,0
?公國中,20202,0,0,0,10,5,0,1,0,0,0,0,0,1.5,0.5,0.5,1.5,0,0,0,0,0,4,0,0,0,0,0.5,0,0,0,0
舊莊國小,20202,0,0,5,25.5,5.5,0,2.5,0,0,0,0,0,0,0.5,0,4,0,0,0,0,0,8.5,0,0,0,0,5,0,0,0,0
市政中心,20202,0,0,0,12.5,5.5,0,3,0,0,0,0,0,1.5,2,0,2.5,0,0,0,0,0,2.5,0.5,0,0,0,0,0,0,0,0
博嘉國小,20202,0,0,1,16,6.5,0,6.5,0,0,0,0,0,0,3,0,3.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
北政國中,20202,0,0,1,14.5,5.5,0,7.5,0,0,0,0,0,0.5,0.5,0,2.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
長安國小,20202,0,0,0,6.5,7.5,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富德公墓,20202,0,0,2.5,20,8,0,5,0.5,0,0,0,0,0,1.5,0,4.5,0,0,0,0,0,4.5,0,0,0,0,1.5,0,0,0,0
萬華國中,20202,0,0,0,5,6.5,0,3.5,0.5,0,0,0,0,0.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
望星橋,20202,0,0,0,7.5,3,0,1.5,0,0,0,0,0,2.5,0.5,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白馬山莊,20202,0,0,0,11.5,6,0.5,2.5,0.5,0,0,0,0,1,0,0,3.5,0,0,0,0,0,2.5,0,0,0,0,1,0.5,0,0,0
中和橋,20202,0,0,0,4.5,3.5,0,2,0,0,0,0,0,3.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
磺溪橋,20202,0,0,0,5,3.5,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜興橋,20202,0,0,5,23.5,10.5,0.5,2,0,0,0,0,0,0,0.5,0,4,0,0,0,0,0,9,0,0,0,0,5,0.5,0,0,0
雙溪,20202,0,0,0,9.5,3,0,1.5,0,0,0,0,0,2,1,0,11.5,0,0,0,0.5,0,1.5,0.5,0,0,0,0,0,0,0,0
湖田國小,20203,0,0,0,0,13,0,0,0,2.5,44.5,0,0.5,12.5,0.5,0,0,0,1,3,0,0,0,0,0,0,0,18.5,15,0,0,0
大屯國小,20203,0,0,0,2,13,0,0,0,7.5,47.5,0,1.5,25.5,2,0,0,0,0.5,5,0,0,2,1.5,0,0,0,19.5,22,0,1.5,1
桃源國中,20203,0,0,0,2,15.5,0,0,0,7,48,0,1.5,28,2.5,0,0,0,0,5,0.5,0,3.5,2.5,0,0,0,17.5,23,0,1,1.5
北投國小,20203,0,0,0,3.5,14.5,0,0,0,6,42.5,0,1.5,26.5,2,0,0,0,0,5.5,0,0,2.5,1,0,0,0,22.5,20,0,0.5,1.5
陽明高中,20203,0,0,0,2.5,12,0,0,0,1,37.5,0,1,37.5,2,0,0,0,0,3.5,0,0,4,0.5,0,0,0.5,33.5,21,0,0,1
太平國小,20203,0,0,0,2.5,12.5,0,0,0,1,54,0,0.5,58,4.5,0,0,0,0,4.5,0,0,0,1,0,0,0,28.5,18.5,0,0,1
民生國中,20203,0,0,0,1.5,14,0,0,0,0.5,62,0,0.5,50.5,2,0,0,0,0,6,0,0,0,0.5,0,0,0,44,36,0,0,1
中正國中,20203,0,0,0,1.5,15.5,0,0,0,0,68.5,0,0.5,69.5,3,0,0,0,0,7.5,0,0,0,1,0,0,0,36,48,0,0,1.5
三興國小,20203,0,0,0,1.5,16,0,0,0,0,67.5,0,0.5,66,2.5,0,0,0,0,9,0,0,0,0.5,1,0,0,51.5,49,0,0,2
格致國中,20203,0,0,0,4.5,14.5,0,0,0.5,4,43.5,0,1.5,31,2.5,0,0,0,0.5,5.5,0,0,3,1,0,0,0,33.5,15.5,0,0.5,0.5
平等國小,20203,0,0,0,4.5,15,0,0,0.5,3,39,0,1,30,3.5,0,0,0,0.5,4.5,0,0,3.5,2.5,0,0,0,23,17.5,0,0.5,0.5
至善國中,20203,0,0,0,1.5,10.5,0,0,0,1.5,34,0,1,37.5,1.5,0,0,0,0,4,0,0,3.5,1,0,0,0,23.5,17,0,0,0.5
碧湖國小,20203,0,0,0,1.5,12.5,0,0,0.5,1,49.5,0,0,36.5,1.5,0,0,0,0,4,0,0,1,0.5,0,0,0,21,32.5,0,0,1
東湖國小,20203,0,0,0,2.5,16,0,0,0,0.5,61.5,0,0.5,38.5,1.5,0,0,0,0,6,0,0,0,0.5,0.5,0,0,30.5,27,0,0,0
?公國中,20203,0,0,0,1.5,15,0,0,0,0.5,61.5,0,0.5,54,2.5,0,0,0,0,6.5,0,0,0,0.5,3,0,0,35.5,39.5,0,0,1
舊莊國小,20203,0,0,0,4.5,18.5,0,0,0.5,0,61,0,0.5,52,2,0,0,0,0,7,0,0,0,0.5,1.5,0,0,27,16.5,0,0,1.5
市政中心,20203,0,0,0,1.5,15,0,0,0,0,57,0,0,60.5,3,0,0,0,0,8.5,0,0,0,0,1,0,0,42,43.5,0,0,1
博嘉國小,20203,0,0,0,3.5,16,0,0,0.5,0.5,63.5,0,0,57.5,2,0,0,0,0,7.5,0,0,0,0,0.5,0,0,51,22.5,0,0,2
北政國中,20203,0,0,0,2,15.5,0,0,0,1.5,61,0,0,55,6.5,0,0,0,0.5,8,0,0.5,0,0.5,0,1.5,0,57,29,0,0,1.5
長安國小,20203,0,0,0,1.5,12,0,0,0,0.5,60.5,0,1,53.5,3,0,0,0,0,5,0,0,0.5,1,0,0,0,29,32.5,0,0,1.5
富德公墓,20203,0,0,0.5,4,19,0,0,1,0.5,63,0,0,61,3,0,0,0,0,7,0.5,0,0,0,0.5,0,0,49,30.5,0,0,4
萬華國中,20203,0,0,0,2.5,13.5,0,0,0,0.5,67,0,1,70,3.5,0,0,0,0,6.5,0,0,0,1,0.5,0,0,36.5,44.5,0,0,2
望星橋,20203,0,0,0,1.5,10.5,0,0,0,0,29.5,0,0.5,39,1.5,0,0,0,0,4,0,0,0,0.5,0,0,0,3,16,0,0,1
白馬山莊,20203,0,0,0,3.5,18.5,0,0,0.5,0.5,59.5,0,0,41.5,2,0,0,0,0,6.5,0,0,1,0.5,1,0,0,47.5,33,0,0,1.5
中和橋,20203,0,0,0,3.5,14,0,0,0.5,4,40,0,1.5,26,2.5,0,0,0,0,4.5,0,0,2.5,0.5,0,0.5,0,22,15.5,0,1,1
磺溪橋,20203,0,0,0,1.5,9,0,0,0,2,35.5,0,1,28.5,1.5,0,0,0,0,4,0.5,0,4,2,0,0,0,39,17.5,0,0.5,0.5
宜興橋,20203,0,0,0,4,17.5,0,0,0.5,0.5,57,0,0.5,49,2,0,0,0,0,6.5,0,0,0,0.5,3,0,0,32,37.5,0,0,1.5
雙溪,20203,0,0,0,2.5,12.5,0,0,0.5,1.5,34.5,0,1,31.5,1,0,0,0,0,4.5,0,0,4,0.5,0,0,0,23.5,15.5,0,0,0.5
湖田國小,20204,0.5,8,0.5,0.5,0,1,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0.5,7,8.5,4.5,1.5,0,0.5,0,0,0,0
大屯國小,20204,1.5,12.5,0.5,0.5,1.5,3.5,1.5,0,5,0,11.5,3,0,0,1,0,0,0,0,0,0,11.5,8,0.5,1,0,0,0,0.5,0,0
桃源國中,20204,1.5,12.5,0.5,0.5,1.5,4,1.5,0,4,0,10.5,2,0,0,0.5,0,0,0,0,0,0,6.5,10,1,0.5,0,0.5,0,0,0,0
北投國小,20204,0.5,10,0,0.5,0.5,1.5,1,0,0,0,6,1.5,0,0,0,0,0,0,0,0,0,4.5,4,0,0.5,0,0,0,0,0,0
陽明高中,20204,2,11,0.5,0,1,5,1.5,0,0.5,0,12,5.5,0,0,0,0,0,0,0,0,0,2,10,2.5,0,0,0,0,0,0,0
太平國小,20204,2.5,10,0.5,0.5,1,3.5,1.5,0,2.5,0,10,10.5,0,0,0,0,0,0,0,0,0,2,11.5,4,0,0,0.5,0,0,0,0
民生國中,20204,1.5,12,1,0.5,1,5.5,1.5,0,1.5,0,12.5,11,0,0,0,0,0,0,0,0,0,2,14,6.5,0,0,0.5,0,0,0,0
中正國中,20204,3,13.5,1,0,1,5,1.5,0,0.5,0,15,14.5,0,0,0,0,0,0,0,0,0,0,16,8,0,0,1,0,0,0,0
三興國小,20204,3,13.5,0.5,0.5,0.5,6.5,1.5,0,0,0,14.5,11.5,0,0,0,0,0,0,0,0,0,0,17,9,0,0,1,0,0,0,0
格致國中,20204,1,11.5,0,0.5,1,4.5,1,0,2,0,14,2.5,0,0,0,0,0,0,0,0,0,7.5,8.5,2,0.5,0,0,0,0,0,0
平等國小,20204,0.5,14,0.5,0,1.5,5,0.5,0,2,0,10,3.5,0,0,0,0,0,0,0,0,0,8.5,11.5,8,0.5,0,0,0,0,0,0
至善國中,20204,1.5,11.5,0.5,0.5,1,4.5,1,0,0.5,0,11.5,5.5,0,0,0,0,0,0,0,0,0,3,6.5,2.5,0,0,0,0,0,0,0
碧湖國小,20204,1.5,12.5,0.5,0.5,0.5,5,1,0,0.5,0,12,6.5,0,0,0,0,0,0,0,0,0,2.5,11.5,5,0,0,0.5,0,0,0,0
東湖國小,20204,1,13,0,0,0,2,0.5,0,1,0,12,10,0,0,0,0,0,0,0,0,0,1.5,14.5,8,0,0,0,0,0,0,0
?公國中,20204,1,13,0,0,0,4,0,0,0,0,13.5,13.5,0,0,0,0,0,0,0,0,0,2.5,18.5,9,0,0,1,0,0,0,0
舊莊國小,20204,3.5,14.5,0.5,1,0.5,1,0,0,0.5,0,15.5,14,0,0,0,0,0,0,0,0,0.5,8.5,16,5.5,0,0,0,0,0,0,0
市政中心,20204,2.5,13.5,0.5,0.5,1,5.5,1.5,0,0.5,0,13.5,10.5,0,0,0,0,0,0,0,0,0,1,16.5,8.5,0,0,1,0,0,0,0
博嘉國小,20204,4.5,10,0,0.5,1,6.5,1.5,0,1,0,14.5,12,0,0,0,0,0,0,0,0,0,1.5,18,9,0,0,0.5,0,0,0,0
北政國中,20204,5,10.5,0.5,0.5,1,8,2,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0.5,19.5,9.5,0,0.5,0,0,0,0,0
長安國小,20204,2,7.5,0.5,0,0,4,0,0,1,0,7,3.5,0,0,0,0,0,0,0,0,0,1,12.5,4,0,0,1,0,0,0,0
富德公墓,20204,5,12.5,0.5,1.5,1,7.5,2,0,1,0,15.5,15.5,0,0,0,0,0,0,0,0,0,6.5,21.5,12,0,0,1,0,0,0,0
萬華國中,20204,1.5,12,1,0.5,0.5,5,1.5,0,1,0,13.5,15.5,0,0,0,0,0,0,0,0,0,0,14,6.5,0,0,1,0,0,0,0
望星橋,20204,1.5,8.5,1,0,1,5,1,0,1,0,12.5,6,0,0,0,0,0,0,0,0,0,2.5,5,1.5,0,0,0,0,0,0,0
白馬山莊,20204,2,16.5,0.5,1,1,6.5,1,0,2,0,15,9,0,0,0,0,0,0,0,0,0,6.5,22,12,0,0,1,0,0,0,0
中和橋,20204,0.5,5.5,0,0,0,1.5,0,0,2,0,5.5,1.5,0,0,0,0,0,0,0,0,0,5.5,6.5,0.5,0.5,0,0,0,0,0,0
磺溪橋,20204,1,12,0,0.5,1,4,1.5,0,2,0,10.5,3,0,0,0,0,0,0,0,0,0,5,6.5,0.5,0,0,1,0,0,0,0
宜興橋,20204,3.5,14,0,1,1,6,2,0,1,0,14,14.5,0,0,0,0,0,0,0,0,0.5,9,21.5,11.5,0,0.5,0.5,0,0,0,0
雙溪,20204,1.5,11.5,1,0.5,1,4,1,0,1,0,12.5,4,0,0,0,0,0,0,0,0,0,4.5,7.5,3,0.5,0,0,0,0,0,0
湖田國小,20205,0,0,0,0,0,0,17,0,0,0,0,5.5,0,0,0,7.5,0,55,15,4,59,47,17,0.5,0,1,38,44,18,0,0.5
大屯國小,20205,0,0,0,0,0,0,13,0,0,0,0,7.5,0,0,0,1,0,55.5,16,2.5,62,58.5,23.5,0,0,0,45,44.5,14.5,0,1
桃源國中,20205,0,0,0,0,0,0,11.5,0,0,0,0,8.5,0,0,0,5,0,40.5,18,5,58,60.5,12,0,0,0,35,39.5,11,0,0
北投國小,20205,0,0,0,0,0,0,8.5,0,0,0,0,5.5,0,0,0,2,0,23,10.5,3,50.5,55.5,10.5,0,0,1,26.5,38,20,0,0
陽明高中,20205,0,0,0,0,0,0,9,0,0,1,0,4,0,0,0,28,0,31,17,5,51.5,63.5,15,0,0.5,3,20,67,16.5,0.5,0
太平國小,20205,0,0,0,0,0,0,9,0,0,0.5,0,5.5,0,0,0,12,0,26,18.5,4,49,68.5,13,0,0,5,11.5,108,20,0,0
民生國中,20205,0,0,0,0,0,0,9,0,0,2.5,0,14.5,0,0,0,6.5,0,12,17.5,1.5,49,69.5,11.5,0,0,6.5,9,124.5,38.5,0,0
中正國中,20205,0,0,0,0,0,0,11.5,0,0,6.5,0,16.5,0,0,0,12.5,0,15.5,37,1.5,43,79.5,23,0,0,2.5,17,122,27.5,0,0.5
三興國小,20205,0,0,0,0,0,0,11,0,0,10.5,0,25.5,0,0,0,21,0.5,9,24,2,47.5,75.5,11,0,0,2.5,10,127,68.5,0,21
格致國中,20205,0,0,0,0,0,0,9.5,0,0,2,0,6.5,0,0,0,1.5,0,40,17.5,3.5,57,52.5,12.5,0,0,2.5,34.5,45.5,22.5,0.5,0
平等國小,20205,0,0,0,0,0,0,9,0,0,1.5,0,4.5,0,0,0,12,3.5,25,14,3.5,56,52,12,0,0,4,21,48.5,31.5,2.5,0
至善國中,20205,0,0,0,0,0,0.5,7.5,0,0,1,0,3,0,0,0,44,1,26.5,15,3.5,54,59,16,0,0,3.5,17.5,65.5,41,1,0
